Number,Mode,StartDate,EndDate,DurationInSeconds,DepthInMetersMax,DepthInMetersAvg,Buddy,Location,Site,Note,TemperatureInCelsiusMax,TemperatureInCelsiusMin,TemperatureInCelsiusAvg,Salinity,SurfaceIntervalInSeconds,SurfacePressureInMillibarPreDive,SurfacePressureInMillibarPostDive,DecoModel,GradientFactorLow,GradientFactorHigh,GradientFactor99Max,CNSPercentPreDive,CNSPercentPostDive,ComputerModel,ComputerSerialNumber,ComputerFirmwareVersion,BatteryType,BatteryVoltagePreDive,BatteryVoltagePostDive,SampleRateInMs,DataFormat,LogVersion,DatabaseVersion,O2SensorStatusPreDive,O2SensorStatusPostDive,SensorDisplay,PPO2SetpointLowPreDive,PPO2SetpointLowPostDive,PPO2SetpointHighPreDive,PPO2SetpointHighPostDive,Features
341,Free Dive,2025-12-25 19:11:35,2025-12-25 19:12:47,72,11.8000001907349,7.18259859085083,Yiqu,Beijing,HiDive,,30,30,30,Fresh,120,1044,1044,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4,4,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
342,Free Dive,2025-12-25 19:16:43,2025-12-25 19:17:23,40,8.40000057220459,4.37420463562012,Yiqu,Beijing,HiDive,,30,30,30,Fresh,240,1044,1044,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4,4,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
343,Free Dive,2025-12-25 19:18:11,2025-12-25 19:18:32,21,1.20000004768372,0.732658386230469,Yiqu,Beijing,HiDive,,30,30,30,Fresh,60,1044,1044,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4,4,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
344,Free Dive,2025-12-25 19:20:01,2025-12-25 19:21:16,75,2.40000009536743,0.661280751228333,Yiqu,Beijing,HiDive,,30,30,30,Fresh,120,1044,1044,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4,4,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
345,Free Dive,2025-12-25 19:21:59,2025-12-25 19:22:21,22,2.70000004768372,1.4537718296051,Yiqu,Beijing,HiDive,,30,30,30,Fresh,60,1044,1044,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4,4,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
346,Free Dive,2025-12-25 19:23:30,2025-12-25 19:24:21,51,8.10000038146973,3.15349411964417,Yiqu,Beijing,HiDive,,30,30,30,Fresh,120,1044,1044,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4,4,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
347,Free Dive,2025-12-25 19:25:59,2025-12-25 19:26:46,47,11.9000005722046,5.83930253982544,Yiqu,Beijing,HiDive,,30,30,30,Fresh,120,1044,1044,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4,4,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
348,Free Dive,2025-12-25 19:29:55,2025-12-25 19:30:56,61,5.09999990463257,3.23801612854004,Yiqu,Beijing,HiDive,,30,30,30,Fresh,240,1044,1044,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4,4,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
349,Free Dive,2025-12-25 19:31:53,2025-12-25 19:32:32,39,2.70000004768372,1.55104601383209,Yiqu,Beijing,HiDive,,30,30,30,Fresh,60,1044,1044,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4,4,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
350,Free Dive,2025-12-25 19:33:42,2025-12-25 19:34:21,39,2.60000014305115,1.95166742801666,Yiqu,Beijing,HiDive,,30,30,30,Fresh,120,1044,1044,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4,4,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
351,Free Dive,2025-12-25 19:37:54,2025-12-25 19:38:34,40,11.6999998092651,5.67961645126343,Yiqu,Beijing,HiDive,,30,30,30,Fresh,240,1044,1044,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4,4,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
352,Free Dive,2025-12-25 19:42:16,2025-12-25 19:43:07,51,11.1999998092651,5.07192373275757,Yiqu,Beijing,HiDive,,30,30,30,Fresh,240,1044,1044,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4,4,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
353,Free Dive,2025-12-25 19:44:51,2025-12-25 19:45:37,46,6.59999990463257,3.02021265029907,Yiqu,Beijing,HiDive,,30,30,30,Fresh,120,1045,1045,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4,4,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
354,Free Dive,2025-12-25 19:46:36,2025-12-25 19:47:02,26,3.40000009536743,1.90935039520264,Yiqu,Beijing,HiDive,,30,30,30,Fresh,60,1045,1045,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4,4,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
355,Free Dive,2025-12-25 19:47:47,2025-12-25 19:48:20,33,4.20000028610229,1.75960111618042,Yiqu,Beijing,HiDive,,30,30,30,Fresh,60,1045,1045,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4,4,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
356,Free Dive,2025-12-25 19:49:01,2025-12-25 19:49:56,55,11.9000005722046,5.92367124557495,Yiqu,Beijing,HiDive,,30,30,30,Fresh,60,1043,1043,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4,4,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
357,Free Dive,2025-12-25 19:53:56,2025-12-25 19:54:33,37,4.30000019073486,2.19373440742493,Yiqu,Beijing,HiDive,,30,30,30,Fresh,240,1043,1043,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4,4,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
358,Free Dive,2025-12-25 19:56:48,2025-12-25 19:57:03,15,1,0.56033843755722,Yiqu,Beijing,HiDive,,30,30,30,Fresh,180,1043,1043,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4,4,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
359,Free Dive,2025-12-25 19:59:37,2025-12-25 20:00:10,33,4.59999990463257,2.50475168228149,Yiqu,Beijing,HiDive,,30,30,30,Fresh,180,1043,1043,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4,4,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
360,Free Dive,2025-12-25 20:02:21,2025-12-25 20:03:25,64,11.9000005722046,6.39135360717773,Yiqu,Beijing,HiDive,,30,30,30,Fresh,180,1044,1044,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4,4,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
361,Free Dive,2025-12-25 20:04:52,2025-12-25 20:05:07,15,2.20000004768372,1.10950922966003,Yiqu,Beijing,HiDive,,30,30,30,Fresh,120,1043,1043,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4,4,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
362,Free Dive,2025-12-25 20:05:28,2025-12-25 20:05:44,16,0.900000035762787,0.488983273506165,Yiqu,Beijing,HiDive,,30,30,30,Fresh,60,1043,1043,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4,4,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
363,Free Dive,2025-12-25 20:06:57,2025-12-25 20:07:05,8,1.10000002384186,0.603067398071289,Yiqu,Beijing,HiDive,,30,30,30,Fresh,120,1043,1043,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4,4,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
364,Free Dive,2025-12-25 20:07:41,2025-12-25 20:08:20,39,4.80000019073486,2.79007029533386,Yiqu,Beijing,HiDive,,30,30,30,Fresh,60,1043,1043,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4,4,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
365,Free Dive,2025-12-27 10:32:41,2025-12-27 10:33:45,64,10.6999998092651,6.27685737609863,Yiqu,Beijing,HiDive,AIDA3,30,30,30,Fresh,135240,1028,1028,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.30000019073486,4.30000019073486,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
366,Free Dive,2025-12-27 10:38:40,2025-12-27 10:40:08,88,10.6000003814697,7.12767028808594,Yiqu,Beijing,HiDive,AIDA3,30,30,30,Fresh,300,1036,1036,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.30000019073486,4.30000019073486,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
367,Free Dive,2025-12-27 10:44:23,2025-12-27 10:44:58,35,10.1000003814697,4.5000205039978,Yiqu,Beijing,HiDive,AIDA3,30,30,30,Fresh,300,1039,1039,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.30000019073486,4.30000019073486,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
368,Free Dive,2025-12-27 11:02:18,2025-12-27 11:03:03,45,11,5.33892393112183,Yiqu,Beijing,HiDive,AIDA3,30,30,30,Fresh,1080,1034,1034,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.30000019073486,4.30000019073486,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
369,Free Dive,2025-12-27 11:03:54,2025-12-27 11:04:03,9,0.900000035762787,0.514598488807678,Yiqu,Beijing,HiDive,AIDA3,30,30,30,Fresh,60,1034,1034,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.30000019073486,4.30000019073486,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
370,Free Dive,2025-12-27 11:22:56,2025-12-27 11:23:49,53,14.6000003814697,8.04616832733154,Yiqu,Beijing,HiDive,AIDA3,30,30,30,Fresh,1140,1034,1034,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.30000019073486,4.30000019073486,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
371,Free Dive,2025-12-27 11:28:39,2025-12-27 11:28:47,8,0.900000035762787,0.548442602157593,Yiqu,Beijing,HiDive,AIDA3,30,30,30,Fresh,300,1032,1032,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.30000019073486,4.30000019073486,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
372,Free Dive,2025-12-27 11:36:04,2025-12-27 11:36:31,27,1.70000004768372,0.916475832462311,Yiqu,Beijing,HiDive,AIDA3,30,30,30,Fresh,480,1036,1036,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.30000019073486,4.30000019073486,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
373,Free Dive,2025-12-27 11:59:00,2025-12-27 11:59:15,15,1.20000004768372,0.597726285457611,Yiqu,Beijing,HiDive,AIDA3,30,30,30,Fresh,1380,1031,1031,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.30000019073486,4.30000019073486,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
374,Free Dive,2025-12-27 12:00:27,2025-12-27 12:00:55,28,11,5.08130407333374,Yiqu,Beijing,HiDive,AIDA3,30,30,30,Fresh,120,1031,1031,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.30000019073486,4.30000019073486,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
375,Free Dive,2025-12-27 12:08:34,2025-12-27 12:09:01,27,2,0.923583209514618,Yiqu,Beijing,HiDive,AIDA3,30,30,30,Fresh,480,1036,1036,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.30000019073486,4.30000019073486,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
376,Free Dive,2025-12-27 14:15:44,2025-12-27 14:16:02,18,1.89999997615814,0.803422272205353,Yiqu,Beijing,HiDive,AIDA3,30,30,30,Fresh,7620,1027,1027,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.30000019073486,4.30000019073486,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
377,Free Dive,2025-12-27 14:16:51,2025-12-27 14:17:16,25,1,0.574639081954956,Yiqu,Beijing,HiDive,AIDA3,30,30,30,Fresh,60,1027,1027,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.30000019073486,4.30000019073486,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
378,Free Dive,2025-12-27 14:23:15,2025-12-27 14:24:45,90,9.80000019073486,7.08135747909546,Yiqu,Beijing,HiDive,AIDA3,30,30,30,Fresh,360,1034,1034,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.30000019073486,4.30000019073486,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
379,Free Dive,2025-12-27 14:31:35,2025-12-27 14:31:47,12,1.10000002384186,0.577818155288696,Yiqu,Beijing,HiDive,AIDA3,30,30,30,Fresh,420,1034,1034,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.30000019073486,4.30000019073486,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
380,Free Dive,2025-12-27 14:32:34,2025-12-27 14:32:43,9,1.30000007152557,0.723972678184509,Yiqu,Beijing,HiDive,AIDA3,30,30,30,Fresh,60,1034,1034,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.30000019073486,4.30000019073486,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
381,Free Dive,2025-12-27 14:33:19,2025-12-27 14:34:46,87,10.6000003814697,7.55725240707397,Yiqu,Beijing,HiDive,AIDA3,30,30,30,Fresh,60,1034,1034,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.30000019073486,4.30000019073486,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
382,Free Dive,2025-12-27 14:37:01,2025-12-27 14:37:19,18,0.800000011920929,0.51621288061142,Yiqu,Beijing,HiDive,AIDA3,30,30,30,Fresh,180,1034,1034,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.30000019073486,4.30000019073486,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
383,Free Dive,2025-12-27 14:55:53,2025-12-27 14:56:52,59,17.6000003814697,9.87130928039551,Yiqu,Beijing,HiDive,AIDA3,30,30,30,Fresh,1140,1028,1028,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
384,Free Dive,2025-12-27 15:13:47,2025-12-27 15:14:42,55,18.3999996185303,8.69402408599854,Yiqu,Beijing,HiDive,AIDA3,30,30,30,Fresh,1020,1034,1034,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
385,Free Dive,2025-12-27 15:22:23,2025-12-27 15:22:50,27,1.70000004768372,0.723355293273926,Yiqu,Beijing,HiDive,AIDA3,30,30,30,Fresh,480,1034,1034,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
386,Free Dive,2025-12-27 15:29:07,2025-12-27 15:30:10,63,19.7000007629395,9.99729537963867,Yiqu,Beijing,HiDive,AIDA3,30,30,30,Fresh,420,1034,1034,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
387,Free Dive,2025-12-27 15:45:42,2025-12-27 15:46:36,54,20.2000007629395,9.01193046569824,Yiqu,Beijing,HiDive,AIDA3,30,30,30,Fresh,960,1030,1030,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
388,Free Dive,2025-12-27 16:02:21,2025-12-27 16:03:01,40,20.8000011444092,10.7168350219727,Yiqu,Beijing,HiDive,AIDA3,30,30,30,Fresh,960,1030,1030,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
389,Free Dive,2025-12-28 10:19:55,2025-12-28 10:20:23,28,1,0.578817665576935,Yiqu,Beijing,HiDive,AIDA3,29,29,29,Fresh,65880,1021,1021,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.30000019073486,4.30000019073486,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
390,Free Dive,2025-12-28 10:20:49,2025-12-28 10:21:25,36,1,0.651624202728271,Yiqu,Beijing,HiDive,AIDA3,29,29,29,Fresh,60,1021,1021,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.30000019073486,4.30000019073486,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
391,Free Dive,2025-12-28 10:25:14,2025-12-28 10:25:25,11,0.900000035762787,0.607009470462799,Yiqu,Beijing,HiDive,AIDA3,29,29,29,Fresh,240,1021,1021,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.30000019073486,4.30000019073486,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
392,Free Dive,2025-12-28 10:28:16,2025-12-28 10:29:46,90,10.6000003814697,7.28826761245728,Yiqu,Beijing,HiDive,AIDA3,30,29,29.5625,Fresh,180,1023,1023,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.30000019073486,4.30000019073486,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
393,Free Dive,2025-12-28 10:38:02,2025-12-28 10:39:14,72,10.1000003814697,7.0083384513855,Yiqu,Beijing,HiDive,AIDA3,30,29,29.5769233703613,Fresh,540,1030,1030,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.30000019073486,4.30000019073486,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
394,Free Dive,2025-12-28 10:55:01,2025-12-28 10:56:05,64,19.1000003814697,9.07267475128174,Yiqu,Beijing,HiDive,AIDA3,30,30,30,Fresh,960,1026,1026,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.30000019073486,4.30000019073486,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
395,Free Dive,2025-12-28 11:01:39,2025-12-28 11:02:06,27,1,0.506131887435913,Yiqu,Beijing,HiDive,AIDA3,30,30,30,Fresh,360,1026,1026,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.30000019073486,4.30000019073486,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
396,Free Dive,2025-12-28 11:06:59,2025-12-28 11:07:54,55,23.1000003814697,9.89908409118652,Yiqu,Beijing,HiDive,AIDA3,30,30,30,Fresh,300,1029,1029,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.30000019073486,4.30000019073486,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
397,Free Dive,2025-12-28 11:20:12,2025-12-28 11:21:10,58,25.2000007629395,10.7606496810913,Yiqu,Beijing,HiDive,AIDA3,30,30,30,Fresh,780,1029,1029,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.30000019073486,4.30000019073486,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
398,Free Dive,2025-12-28 11:38:57,2025-12-28 11:39:58,61,25.6000003814697,10.881049156189,Yiqu,Beijing,HiDive,AIDA3,30,30,30,Fresh,1080,1025,1025,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.30000019073486,4.30000019073486,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
399,Free Dive,2025-12-28 11:58:18,2025-12-28 11:58:27,9,1.10000002384186,0.568981826305389,Yiqu,Beijing,HiDive,AIDA3,29,29,29,Fresh,1140,1027,1027,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.30000019073486,4.30000019073486,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
400,Free Dive,2025-12-28 12:04:27,2025-12-28 12:05:35,68,28,12.6848173141479,Yiqu,Beijing,HiDive,AIDA3,30,30,30,Fresh,360,1027,1027,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.30000019073486,4.30000019073486,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
401,Free Dive,2025-12-28 12:13:22,2025-12-28 12:13:34,12,1.60000002384186,0.768725574016571,Yiqu,Beijing,HiDive,AIDA3,30,30,30,Fresh,480,1027,1027,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.30000019073486,4.30000019073486,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
402,Free Dive,2025-12-28 12:29:15,2025-12-28 12:29:51,36,5.40000009536743,3.61282324790955,Yiqu,Beijing,HiDive,AIDA3,30,30,30,Fresh,960,1026,1026,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.30000019073486,4.30000019073486,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
403,Free Dive,2025-12-28 12:31:11,2025-12-28 12:31:45,34,5.30000019073486,3.55460333824158,Yiqu,Beijing,HiDive,AIDA3,30,30,30,Fresh,120,1026,1026,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.30000019073486,4.30000019073486,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
404,Free Dive,2025-12-28 12:36:00,2025-12-28 12:36:43,43,13.4000005722046,6.11370849609375,Yiqu,Beijing,HiDive,AIDA3,30,30,30,Fresh,300,1027,1027,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
405,Free Dive,2025-12-31 16:14:18,2025-12-31 16:14:50,32,1,0.603489398956299,Yiqu,Beijing,HiDive,,29,29,29,Fresh,272280,1039,1039,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
406,Free Dive,2025-12-31 16:17:00,2025-12-31 16:17:45,45,10.3000001907349,4.86367225646973,Yiqu,Beijing,HiDive,,29,29,29,Fresh,180,1039,1039,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
407,Free Dive,2025-12-31 16:19:45,2025-12-31 16:21:03,78,11.3000001907349,7.38345289230347,Yiqu,Beijing,HiDive,,29,29,29,Fresh,120,1039,1039,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
408,Free Dive,2025-12-31 16:24:50,2025-12-31 16:25:35,45,15,6.95801544189453,Yiqu,Beijing,HiDive,,29,29,29,Fresh,240,1044,1044,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
409,Free Dive,2025-12-31 16:28:20,2025-12-31 16:28:33,13,2.90000009536743,1.24240005016327,Yiqu,Beijing,HiDive,,29,29,29,Fresh,180,1047,1047,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
410,Free Dive,2025-12-31 16:29:14,2025-12-31 16:30:09,55,15.4000005722046,8.03273677825928,Yiqu,Beijing,HiDive,,29,29,29,Fresh,60,1047,1047,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
411,Free Dive,2025-12-31 16:32:50,2025-12-31 16:33:23,33,10.6999998092651,4.63065338134766,Yiqu,Beijing,HiDive,,29,29,29,Fresh,180,1048,1048,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
412,Free Dive,2025-12-31 16:37:35,2025-12-31 16:38:38,63,20.5,10.0763568878174,Yiqu,Beijing,HiDive,,29,29,29,Fresh,300,1048,1048,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
413,Free Dive,2025-12-31 16:43:46,2025-12-31 16:44:44,58,19.3999996185303,9.47935771942139,Yiqu,Beijing,HiDive,,29,29,29,Fresh,360,1047,1047,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
414,Free Dive,2025-12-31 16:48:24,2025-12-31 16:49:23,59,19.3999996185303,9.07154178619385,Yiqu,Beijing,HiDive,,29,29,29,Fresh,240,1047,1047,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
415,Free Dive,2025-12-31 16:51:44,2025-12-31 16:52:09,25,7.59999990463257,3.55835390090942,Yiqu,Beijing,HiDive,,29,29,29,Fresh,180,1047,1047,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
416,Free Dive,2025-12-31 16:53:54,2025-12-31 16:54:17,23,3.10000014305115,1.57136130332947,Yiqu,Beijing,HiDive,,29,29,29,Fresh,120,1047,1047,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
417,Free Dive,2025-12-31 16:59:13,2025-12-31 16:59:43,30,8.60000038146973,3.84475922584534,Yiqu,Beijing,HiDive,,29,29,29,Fresh,300,1047,1047,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
418,Free Dive,2025-12-31 17:01:33,2025-12-31 17:02:40,67,20.3999996185303,9.90639781951904,Yiqu,Beijing,HiDive,,29,29,29,Fresh,120,1047,1047,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
419,Free Dive,2025-12-31 17:05:50,2025-12-31 17:06:10,20,6.20000028610229,2.70450401306152,Yiqu,Beijing,HiDive,,29,29,29,Fresh,240,1047,1047,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
420,Free Dive,2025-12-31 17:08:22,2025-12-31 17:09:20,58,20.6000003814697,10.2567043304443,Yiqu,Beijing,HiDive,,29,29,29,Fresh,180,1047,1047,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
421,Free Dive,2025-12-31 17:13:13,2025-12-31 17:13:58,45,12.6999998092651,6.20265197753906,Yiqu,Beijing,HiDive,,29,29,29,Fresh,240,1047,1047,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
422,Free Dive,2025-12-31 17:15:14,2025-12-31 17:15:56,42,10.8000001907349,5.25942325592041,Yiqu,Beijing,HiDive,,29,29,29,Fresh,120,1047,1047,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
423,Free Dive,2025-12-31 17:17:55,2025-12-31 17:18:49,54,15.5,7.50501394271851,Yiqu,Beijing,HiDive,,29,29,29,Fresh,120,1047,1047,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
